Hours_Studied,Attendance,Sleep_Hours,Motivation_Level,Parental_Involvement,Access_to_Resources,Tutoring_Sessions,Internet_Access,Extracurricular_Activities,Peer_Influence,Learning_Disabilities,Physical_Activity,Gender
18,78,6,Medium,Medium,Medium,1,Yes,Yes,Negative,No,4,Female
14,81,9,Medium,High,High,0,Yes,No,Positive,No,4,Female
19,66,6,Medium,Low,Medium,2,Yes,No,Negative,No,5,Male
20,66,8,Medium,Medium,High,1,Yes,No,Neutral,Yes,2,Male
24,83,8,Medium,High,Low,1,Yes,No,Positive,No,3,Male
27,99,7,Low,Low,Low,2,Yes,Yes,Positive,No,2,Male
16,64,7,Medium,Medium,Medium,2,Yes,No,Neutral,No,4,Male
8,71,8,High,High,Medium,1,Yes,No,Positive,No,2,Male
20,95,7,Low,High,Low,1,Yes,Yes,Positive,No,3,Male
22,63,4,Medium,Medium,Medium,0,Yes,Yes,Positive,No,3,Male
21,95,9,Medium,Low,Medium,3,Yes,Yes,Positive,No,3,Female
18,81,6,Medium,Low,High,3,Yes,Yes,Positive,No,4,Male
21,76,7,Low,Medium,Medium,1,Yes,Yes,Positive,No,2,Male
29,72,5,Low,Low,Medium,0,Yes,No,Neutral,No,4,Female
22,72,6,Low,Low,High,1,No,No,Neutral,No,3,Male
18,72,6,High,High,High,1,Yes,No,Positive,No,1,Male
17,95,7,High,High,Medium,1,Yes,No,Neutral,No,3,Male
19,89,6,Low,High,Medium,2,Yes,Yes,Neutral,Yes,3,Male
30,87,10,Low,Low,Medium,3,Yes,Yes,Neutral,No,4,Male
19,92,7,Medium,Low,Medium,1,Yes,No,Neutral,No,5,Male
20,70,8,Medium,High,Low,2,Yes,No,Positive,No,3,Male
17,85,7,Medium,High,Medium,1,Yes,Yes,Neutral,No,1,Female
27,78,8,Medium,High,High,0,Yes,No,Positive,No,3,Male
32,91,4,Medium,High,Medium,3,Yes,Yes,Neutral,No,2,Female
23,72,6,Low,High,Low,2,Yes,Yes,Negative,No,3,Male
20,86,6,Low,Medium,Medium,1,Yes,No,Neutral,No,2,Male
20,95,6,High,Medium,Medium,2,Yes,No,Neutral,No,3,Female
6,76,8,Medium,Medium,Medium,5,Yes,Yes,Neutral,No,3,Male
24,63,8,High,Medium,Medium,1,Yes,Yes,Positive,No,3,Female
21,81,7,Medium,Medium,Medium,1,Yes,Yes,Negative,No,3,Male
23,74,7,Medium,High,High,1,Yes,No,Neutral,No,2,Female
16,87,10,Medium,Low,Medium,1,No,Yes,Positive,No,1,Male
18,98,7,Low,High,Medium,0,Yes,No,Neutral,No,1,Male
18,79,4,Low,Low,High,2,Yes,No,Negative,No,1,Female
26,79,8,High,Medium,High,1,Yes,Yes,Negative,Yes,3,Female
18,86,8,Low,High,Medium,5,Yes,No,Negative,No,3,Male
32,64,9,Low,Low,High,1,No,Yes,Positive,No,3,Female
23,70,8,Medium,Medium,Medium,0,Yes,Yes,Positive,No,2,Male
12,97,6,Medium,Low,Medium,1,No,Yes,Negative,No,2,Male
19,87,8,Low,High,Medium,0,Yes,No,Neutral,No,2,Female
16,61,7,Medium,High,Medium,2,Yes,Yes,Negative,No,3,Female
7,68,9,Medium,High,Medium,1,Yes,No,Positive,No,3,Female
30,87,9,High,High,Medium,2,Yes,Yes,Neutral,No,4,Male
24,91,7,High,High,High,2,Yes,Yes,Neutral,No,3,Male
23,94,8,High,Low,Medium,5,Yes,No,Neutral,No,6,Female
21,72,9,High,Medium,Medium,3,Yes,No,Neutral,No,4,Male
12,97,7,Medium,Medium,Low,0,Yes,Yes,Neutral,No,2,Male
17,82,10,High,Medium,High,1,Yes,Yes,Positive,No,2,Male
25,88,9,Low,High,High,0,Yes,Yes,Negative,No,4,Male
14,84,6,Medium,Medium,Medium,2,No,Yes,Neutral,No,2,Male
5,65,7,Medium,Low,High,0,Yes,No,Negative,No,2,Male
19,99,8,High,Medium,High,1,No,Yes,Positive,No,3,Female
19,65,10,Medium,Low,High,2,Yes,No,Positive,No,3,Female
21,70,8,Low,Medium,Medium,2,Yes,No,Positive,No,3,Male
24,93,7,High,Medium,Medium,2,Yes,Yes,Neutral,Yes,1,Male
24,85,9,Medium,High,Low,1,Yes,Yes,Positive,No,2,Male
22,94,7,Medium,Low,High,2,Yes,Yes,Neutral,No,4,Male
27,81,6,Medium,High,High,0,Yes,Yes,Positive,No,5,Female
11,75,8,Medium,Low,High,3,Yes,No,Neutral,Yes,3,Female
23,97,6,Low,Medium,Medium,1,Yes,Yes,Positive,No,3,Female
24,61,10,Low,Medium,Medium,0,Yes,No,Positive,No,3,Female
13,94,7,High,Low,Medium,2,Yes,Yes,Neutral,No,4,Male
11,69,8,Low,Low,Medium,0,Yes,Yes,Negative,No,2,Male
16,94,6,Medium,Low,Medium,3,Yes,Yes,Negative,No,4,Female
16,66,9,Medium,Medium,Low,0,Yes,No,Positive,Yes,4,Female
25,83,7,High,High,High,2,Yes,Yes,Negative,No,4,Male
16,96,7,Medium,Medium,Medium,0,Yes,No,Negative,No,3,Male
15,79,7,Medium,Medium,High,2,Yes,Yes,Positive,No,3,Female
16,90,5,Low,Medium,High,1,Yes,Yes,Negative,No,4,Male
27,92,7,Low,Low,Medium,2,Yes,Yes,Positive,Yes,4,Female
20,89,8,Medium,Low,Medium,2,Yes,Yes,Positive,No,1,Female
19,97,5,Low,High,High,0,Yes,No,Negative,No,3,Male
19,78,9,Medium,Low,High,2,Yes,Yes,Negative,No,2,Female
28,67,7,Medium,High,Medium,2,Yes,Yes,Neutral,No,3,Female
16,62,7,High,Low,Low,0,Yes,No,Neutral,No,3,Female
28,70,4,Low,Medium,Medium,1,Yes,Yes,Positive,No,2,Male
21,66,7,Medium,High,Medium,1,Yes,Yes,Neutral,No,4,Male
19,82,5,Medium,Medium,Medium,1,Yes,No,Negative,No,3,Male
35,67,6,Low,High,High,1,Yes,Yes,Positive,No,3,Male
14,62,5,Medium,Medium,Medium,2,Yes,No,Neutral,No,3,Male
18,61,6,Medium,Medium,Medium,0,Yes,Yes,Negative,No,3,Male
13,93,7,Low,Medium,High,1,Yes,Yes,Neutral,No,3,Female
26,84,7,Medium,High,Medium,1,No,No,Neutral,No,4,Male
30,74,8,Low,Medium,High,0,Yes,No,Positive,No,3,Male
30,96,4,High,Medium,Low,0,No,Yes,Negative,No,3,Male
27,63,7,Medium,High,Medium,1,Yes,Yes,Neutral,No,4,Female
19,99,7,Low,Medium,Low,1,Yes,Yes,Positive,No,4,Female
18,85,6,Low,Medium,Medium,2,Yes,Yes,Neutral,No,2,Male
10,67,6,Medium,High,High,0,Yes,No,Neutral,No,2,Female
32,87,9,Medium,Medium,High,2,Yes,Yes,Neutral,No,2,Male
23,91,10,Low,Medium,High,1,Yes,Yes,Negative,No,3,Male
17,77,4,Low,High,Medium,0,Yes,Yes,Positive,No,4,Female
28,94,6,High,Medium,High,1,Yes,Yes,Positive,No,1,Female
14,66,5,Medium,Medium,Medium,1,Yes,Yes,Negative,No,2,Male
22,71,7,Low,Medium,Low,2,Yes,Yes,Neutral,No,2,Female
19,64,9,Low,High,Medium,0,Yes,No,Neutral,No,3,Female
24,68,8,Medium,Low,Medium,1,No,Yes,Positive,No,4,Male
20,70,7,Medium,Medium,Medium,1,Yes,Yes,Negative,No,2,Male
11,97,7,Medium,Medium,Medium,1,Yes,No,Positive,No,4,Male
20,63,7,Low,Medium,Medium,3,Yes,No,Negative,Yes,5,Male
26,77,8,Medium,Medium,Medium,1,Yes,Yes,Neutral,No,4,Male
20,81,8,Medium,Medium,Low,1,Yes,No,Neutral,No,2,Female
25,96,8,Medium,Medium,High,0,Yes,No,Neutral,No,1,Male
14,100,4,Medium,Medium,Medium,3,Yes,Yes,Neutral,No,3,Female
20,90,7,High,Medium,Medium,0,Yes,No,Positive,Yes,4,Male
16,99,7,Medium,Medium,High,2,Yes,Yes,Neutral,No,3,Male
24,91,8,Medium,Low,Medium,1,Yes,Yes,Neutral,No,5,Male
20,99,7,Medium,Low,Medium,2,Yes,Yes,Neutral,No,0,Male
24,88,8,Medium,Medium,High,0,Yes,Yes,Neutral,No,3,Male
27,63,6,Medium,Medium,Medium,1,Yes,Yes,Positive,No,4,Female
24,76,8,Medium,Low,High,1,Yes,No,Positive,No,4,Female
22,86,9,Medium,Medium,Medium,4,Yes,Yes,Positive,No,2,Male
14,74,5,Low,High,Medium,2,No,No,Positive,No,3,Female
20,71,5,Medium,Low,Medium,4,Yes,No,Positive,No,4,Male
17,83,8,Medium,Medium,Medium,1,Yes,No,Positive,No,3,Male
18,97,7,Medium,High,Low,3,Yes,Yes,Positive,No,3,Male
18,61,9,Medium,Low,Low,0,Yes,No,Neutral,No,2,Female
14,91,7,Medium,High,Medium,0,Yes,Yes,Neutral,No,2,Male
8,89,8,Medium,High,High,2,Yes,No,Positive,Yes,4,Male
16,99,6,High,Low,High,1,Yes,Yes,Positive,No,3,Female
21,97,8,Low,High,High,0,Yes,No,Neutral,Yes,3,Female
12,90,8,Low,Medium,Medium,3,Yes,Yes,Neutral,No,3,Female
20,81,6,Low,Low,Medium,0,Yes,No,Positive,No,2,Female
31,68,9,Medium,Medium,Medium,3,Yes,No,Neutral,No,2,Female
26,82,4,Low,Low,Medium,0,Yes,No,Positive,No,3,Male
30,91,7,Low,Medium,High,1,Yes,Yes,Positive,No,3,Female
22,96,5,Medium,Low,Low,0,Yes,Yes,Positive,No,2,Female
27,92,5,Medium,High,High,0,Yes,Yes,Positive,No,3,Male
16,68,8,Medium,Medium,High,1,Yes,Yes,Positive,No,4,Male
16,84,5,Medium,Medium,High,2,No,Yes,Neutral,No,1,Male
4,73,5,High,Low,Medium,1,Yes,Yes,Negative,No,1,Male
27,60,8,High,Medium,High,1,Yes,No,Negative,Yes,4,Female
29,68,5,Low,Low,High,3,Yes,Yes,Neutral,Yes,2,Male
17,65,9,Medium,High,High,1,Yes,No,Positive,No,2,Male
18,94,8,Medium,Low,Medium,1,Yes,Yes,Positive,No,4,Female
15,70,6,Low,Medium,Medium,2,Yes,No,Positive,No,4,Male
22,71,8,Low,Medium,Medium,0,Yes,Yes,Neutral,No,2,Male
27,98,4,Medium,Medium,High,0,Yes,No,Positive,No,3,Female
10,75,8,Medium,Medium,High,2,Yes,Yes,Positive,No,2,Male
22,60,5,Medium,Medium,Medium,0,Yes,Yes,Negative,No,2,Female
18,71,6,Medium,Medium,High,1,Yes,Yes,Positive,No,3,Male
21,65,6,High,Medium,High,1,Yes,Yes,Positive,No,3,Male
23,64,9,Medium,High,Medium,0,Yes,Yes,Positive,No,3,Male
19,63,6,High,High,Medium,4,Yes,No,Positive,No,2,Male
19,84,7,Low,Medium,Medium,2,Yes,Yes,Neutral,No,3,Female
19,68,6,Medium,High,High,2,Yes,No,Neutral,No,3,Female
26,74,6,Medium,High,Medium,0,Yes,No,Neutral,No,3,Female
23,94,5,Low,Medium,High,2,Yes,No,Neutral,No,2,Male
21,77,7,Medium,Low,Medium,2,Yes,Yes,Negative,No,2,Female
12,97,7,Low,Medium,Low,0,Yes,Yes,Positive,No,5,Female
18,80,8,High,Medium,Low,0,Yes,Yes,Positive,No,1,Male
25,76,7,Medium,Medium,Low,3,Yes,Yes,Positive,Yes,4,Female
20,90,7,Medium,Medium,Low,2,Yes,Yes,Positive,No,3,Male
24,63,8,Medium,Medium,Medium,0,Yes,Yes,Negative,No,3,Male
31,64,6,Medium,Medium,Medium,1,Yes,Yes,Positive,No,2,Female
26,86,5,Medium,Medium,Low,2,Yes,No,Positive,No,1,Female
21,79,8,High,Low,Medium,1,Yes,Yes,Negative,No,3,Male
17,92,6,High,Low,Medium,3,Yes,Yes,Positive,No,2,Male
5,97,7,Medium,Medium,Low,2,Yes,Yes,Neutral,Yes,3,Female
19,76,6,Medium,Medium,Medium,0,Yes,Yes,Neutral,Yes,4,Female
18,84,6,Medium,High,High,3,Yes,No,Neutral,No,4,Male
22,80,4,Low,Low,Low,1,Yes,No,Neutral,No,3,Male
19,99,8,High,Low,Low,3,Yes,No,Positive,No,4,Male
18,93,4,High,Medium,High,3,Yes,No,Negative,No,3,Female
9,96,9,Medium,Medium,High,1,Yes,Yes,Neutral,No,1,Male
14,70,9,Low,Medium,Medium,1,Yes,Yes,Negative,No,4,Male
23,91,6,Low,Medium,Medium,2,Yes,No,Positive,No,2,Male
30,71,9,Low,Low,High,2,Yes,No,Positive,No,1,Female
19,68,10,Low,Low,High,0,No,No,Positive,No,3,Female
22,98,7,High,Low,Medium,1,Yes,No,Neutral,No,1,Female
26,61,8,High,Medium,Medium,2,Yes,Yes,Positive,No,3,Male
15,99,7,Low,High,Medium,1,Yes,No,Positive,No,3,Male
22,66,9,Medium,Medium,Low,3,Yes,Yes,Negative,No,3,Female
16,93,5,Low,Low,High,0,Yes,Yes,Negative,No,3,Female
25,71,7,Low,High,Medium,2,Yes,Yes,Positive,No,3,Female
21,74,8,Low,High,Medium,1,Yes,Yes,Positive,Yes,5,Female
22,69,8,Medium,Low,High,1,Yes,Yes,Positive,No,3,Female
15,83,7,Low,Medium,Low,1,Yes,Yes,Neutral,No,2,Female
24,74,9,Medium,Low,Low,1,Yes,Yes,Neutral,No,3,Female
33,86,7,Medium,Low,Medium,0,Yes,Yes,Neutral,No,3,Female
14,61,7,Low,Medium,Medium,3,Yes,Yes,Negative,No,2,Male
18,63,8,Medium,High,High,1,Yes,No,Negative,No,1,Male
21,64,7,High,Medium,Low,2,Yes,No,Negative,Yes,2,Female
25,77,7,Low,High,Medium,0,Yes,Yes,Positive,No,2,Male
17,93,6,Medium,Medium,Medium,1,Yes,No,Negative,No,2,Female
3,96,10,Medium,High,High,3,Yes,Yes,Neutral,No,4,Male
28,70,6,Medium,Medium,Medium,2,Yes,Yes,Positive,Yes,4,Male
25,83,8,Low,Low,Medium,1,Yes,Yes,Neutral,Yes,3,Male
10,91,10,Medium,High,High,0,Yes,Yes,Positive,No,3,Male
16,72,5,Medium,Medium,High,1,Yes,No,Positive,No,3,Male
29,76,8,Low,Medium,High,0,No,Yes,Positive,No,4,Male
29,81,7,Medium,Medium,Medium,1,No,Yes,Neutral,No,4,Female
26,65,10,Medium,Medium,Medium,1,Yes,Yes,Positive,No,4,Male
19,61,6,Medium,Medium,Medium,0,Yes,No,Neutral,No,1,Male
20,66,6,Low,Medium,High,0,Yes,Yes,Negative,No,5,Male
19,85,7,Medium,High,High,3,Yes,No,Neutral,No,2,Female
27,63,6,Low,Medium,High,0,Yes,No,Negative,No,3,Female
15,68,6,Medium,Medium,High,0,No,No,Positive,No,3,Female
15,74,10,Medium,Low,Low,0,Yes,No,Negative,No,2,Male
26,63,7,Medium,High,High,1,Yes,Yes,Negative,No,2,Male
20,68,6,Medium,Medium,High,0,Yes,Yes,Neutral,No,3,Female
28,96,6,High,Low,High,1,No,No,Positive,No,2,Female
16,61,8,High,Medium,High,0,Yes,Yes,Positive,No,3,Male
20,86,8,Low,Medium,Medium,1,Yes,Yes,Neutral,Yes,3,Male
14,75,6,Medium,Medium,Medium,0,Yes,Yes,Neutral,No,2,Male
20,87,5,Medium,Medium,Low,2,Yes,No,Neutral,No,3,Male
11,84,7,High,Medium,Medium,3,Yes,Yes,Neutral,No,4,Female
17,69,7,High,Medium,Medium,1,Yes,Yes,Neutral,No,2,Male
11,94,6,Medium,High,High,2,Yes,No,Positive,No,4,Male
24,80,9,Medium,Low,High,1,Yes,Yes,Negative,No,1,Male
24,93,8,Low,Medium,High,1,Yes,Yes,Neutral,No,3,Female
10,76,7,Low,Medium,Low,3,Yes,Yes,Neutral,No,4,Female
28,99,6,Medium,Medium,Medium,3,Yes,Yes,Positive,No,4,Female
35,91,10,Low,Low,Medium,1,Yes,Yes,Neutral,No,5,Male
20,99,5,Low,Medium,Low,4,Yes,Yes,Neutral,No,3,Female
16,81,6,High,Low,Medium,3,Yes,No,Positive,No,3,Male
37,79,6,High,Medium,High,1,Yes,No,Negative,No,1,Male
12,90,7,Low,Medium,Low,2,Yes,Yes,Neutral,No,2,Male
20,95,8,High,Low,Low,1,Yes,No,Positive,No,3,Female
21,99,5,High,Medium,Medium,1,Yes,Yes,Neutral,No,4,Male
28,73,6,Medium,Medium,High,1,Yes,Yes,Negative,No,0,Female
22,92,8,Medium,High,High,0,Yes,No,Positive,No,2,Male
17,68,6,High,Low,High,0,Yes,Yes,Positive,Yes,4,Male
14,82,6,Low,Medium,High,7,Yes,No,Negative,No,4,Male
18,67,7,High,High,Medium,1,Yes,Yes,Positive,No,2,Male
14,74,6,Low,High,High,2,Yes,Yes,Neutral,No,4,Male
20,97,7,Medium,Medium,Medium,3,Yes,No,Neutral,Yes,3,Male
17,66,8,Medium,Medium,Medium,4,Yes,Yes,Negative,No,5,Male
11,85,7,Medium,High,Medium,1,No,Yes,Neutral,No,3,Male
28,84,9,High,High,High,0,Yes,Yes,Negative,No,3,Male
17,65,8,Low,High,High,1,Yes,Yes,Positive,No,4,Male
12,73,7,Medium,Low,Medium,1,No,No,Positive,No,3,Male
19,83,7,High,Low,Medium,2,No,No,Positive,No,4,Male
20,67,10,High,Medium,High,1,Yes,No,Positive,No,2,Male
10,92,6,High,High,Low,0,Yes,Yes,Negative,No,2,Female
22,99,7,Medium,High,High,2,Yes,Yes,Negative,Yes,4,Male
14,69,6,Medium,High,Medium,3,Yes,No,Positive,No,2,Male
30,67,8,Medium,Medium,Medium,0,Yes,Yes,Neutral,No,4,Female
23,78,10,Medium,Medium,Medium,1,Yes,Yes,Positive,Yes,3,Female
18,90,7,Low,Medium,Medium,4,Yes,No,Positive,No,3,Female
16,71,7,Low,High,High,1,Yes,Yes,Neutral,No,4,Female
19,61,7,Low,Medium,High,0,Yes,No,Negative,Yes,3,Male
24,82,5,Medium,High,Medium,0,Yes,Yes,Neutral,No,3,Male
20,98,7,Medium,Medium,High,1,Yes,No,Positive,No,3,Female
19,76,10,Low,Low,High,1,Yes,Yes,Negative,No,3,Female
20,77,8,Low,High,Medium,1,Yes,No,Negative,No,3,Female
16,99,9,Medium,Low,Medium,1,Yes,Yes,Neutral,Yes,3,Female
18,88,9,High,Medium,Medium,2,Yes,No,Neutral,No,4,Male
7,89,6,Medium,High,Low,3,Yes,Yes,Neutral,No,2,Male
26,83,10,Medium,Medium,Medium,1,Yes,No,Neutral,No,2,Female
22,99,4,Low,High,High,2,Yes,No,Negative,No,4,Female
15,88,7,Medium,Medium,Medium,4,Yes,Yes,Negative,No,2,Female
31,96,4,Medium,High,Medium,3,Yes,Yes,Neutral,No,5,Female
21,88,4,Low,Low,Medium,1,Yes,No,Positive,Yes,2,Male
14,89,8,High,Medium,Medium,1,Yes,Yes,Neutral,No,3,Male
25,72,6,High,Medium,Medium,0,Yes,No,Neutral,No,2,Female
22,72,9,High,Medium,Low,0,Yes,Yes,Neutral,No,3,Male
22,91,4,Medium,Medium,Low,2,Yes,No,Negative,No,3,Male
17,72,7,High,High,Medium,1,Yes,Yes,Neutral,No,5,Male
23,83,5,Medium,High,Medium,3,Yes,No,Negative,No,2,Male
18,70,7,Medium,High,Low,1,Yes,Yes,Positive,No,3,Male
23,93,9,High,Medium,Low,2,Yes,Yes,Negative,No,3,Female
9,64,10,Low,Medium,Low,0,Yes,Yes,Negative,No,3,Male
17,93,8,Low,Medium,Medium,2,Yes,No,Negative,No,3,Male
30,84,5,Low,High,Low,0,Yes,Yes,Positive,No,2,Female
15,67,5,Medium,Low,Medium,4,Yes,Yes,Negative,No,2,Male
16,82,7,Medium,Medium,Medium,1,Yes,No,Neutral,No,3,Female
17,71,6,Medium,Medium,Medium,3,Yes,Yes,Positive,Yes,3,Male
13,73,8,Medium,Medium,High,0,Yes,No,Neutral,No,3,Female
7,74,10,High,High,Medium,1,Yes,No,Positive,No,4,Male
19,63,6,High,Medium,Low,2,Yes,Yes,Neutral,No,4,Male
21,99,6,Low,High,Medium,1,Yes,Yes,Positive,No,2,Female
20,61,5,Medium,Medium,High,1,Yes,No,Neutral,No,2,Female
19,86,7,High,High,High,1,Yes,Yes,Neutral,No,2,Male
20,75,7,Medium,Medium,Medium,0,Yes,No,Negative,No,2,Female
26,86,7,Medium,Medium,Low,2,Yes,Yes,Neutral,No,4,Male
19,74,8,High,Medium,Medium,5,Yes,Yes,Neutral,Yes,4,Female
17,87,8,Medium,Medium,Medium,3,No,Yes,Negative,No,2,Male
18,89,7,Medium,Medium,Medium,2,Yes,No,Positive,No,3,Male
23,88,7,Medium,Medium,Medium,3,Yes,No,Negative,No,3,Male
28,65,7,High,Low,Medium,1,Yes,Yes,Positive,No,3,Male
16,86,7,Low,Medium,Low,0,Yes,No,Positive,No,4,Male
21,71,6,Medium,Medium,Medium,1,Yes,Yes,Neutral,No,4,Male
22,61,5,High,Medium,High,0,Yes,No,Neutral,No,2,Male
14,77,7,Medium,High,Low,1,Yes,No,Negative,No,2,Male
20,77,6,Medium,High,High,1,Yes,No,Neutral,No,1,Male
11,79,8,Medium,Medium,Medium,2,Yes,Yes,Neutral,No,4,Female
9,88,7,Medium,Medium,Medium,1,Yes,Yes,Negative,No,3,Female
22,72,7,Medium,Low,High,2,No,No,Positive,No,4,Female
18,73,8,Medium,Medium,Medium,0,Yes,Yes,Neutral,Yes,1,Female
21,62,5,Medium,High,Medium,5,Yes,Yes,Positive,No,4,Female
20,87,10,Medium,Medium,Medium,2,Yes,No,Neutral,No,2,Female
14,83,4,Low,Low,Low,1,Yes,No,Negative,Yes,4,Male
20,74,9,Medium,Medium,Medium,1,Yes,Yes,Neutral,No,5,Male
13,88,7,Medium,High,Medium,2,Yes,Yes,Negative,No,4,Male
28,81,6,Medium,Medium,Low,1,Yes,Yes,Positive,No,2,Male
12,79,5,High,High,Medium,1,Yes,No,Positive,No,5,Female
19,80,6,Low,High,Low,1,Yes,No,Neutral,No,3,Male
14,85,7,Medium,Low,Medium,2,Yes,No,Positive,No,2,Male
23,86,7,Low,Low,High,2,Yes,No,Neutral,Yes,3,Female
18,72,9,Medium,Medium,Low,2,Yes,No,Neutral,No,4,Male
17,66,7,Medium,Medium,Medium,0,Yes,Yes,Negative,No,3,Male
25,66,7,Medium,Medium,High,2,Yes,Yes,Neutral,No,3,Male
20,86,8,Low,Low,Low,2,Yes,No,Negative,No,2,Female
23,95,7,High,Low,Medium,2,Yes,Yes,Neutral,No,4,Female
14,76,7,Medium,Low,Medium,3,Yes,No,Positive,No,3,Male
12,67,7,Medium,High,Medium,0,Yes,No,Neutral,Yes,2,Male
21,90,8,Medium,High,Medium,4,Yes,Yes,Neutral,No,2,Male
18,93,6,Medium,Low,Medium,3,Yes,Yes,Negative,No,5,Male
24,95,6,High,Medium,Low,3,Yes,Yes,Neutral,No,3,Female
20,84,8,Medium,Low,Low,3,Yes,No,Neutral,No,3,Male
21,94,5,Medium,High,High,2,Yes,No,Neutral,No,2,Male
10,61,7,High,High,Medium,1,Yes,Yes,Neutral,No,4,Female
31,64,6,Medium,Medium,High,1,Yes,No,Neutral,No,3,Female
19,64,8,Medium,Medium,High,3,Yes,No,Neutral,Yes,3,Female
24,89,9,Medium,Medium,Low,1,Yes,Yes,Neutral,No,3,Male
15,63,6,Low,Medium,Medium,4,Yes,Yes,Positive,No,5,Male
22,80,8,High,Medium,Medium,1,Yes,Yes,Positive,No,2,Male
12,79,7,Low,Medium,Medium,2,Yes,Yes,Negative,Yes,2,Female
23,72,6,Medium,High,High,0,No,Yes,Negative,No,3,Male
18,95,7,Low,Low,Low,3,Yes,Yes,Neutral,No,3,Female
20,67,9,High,High,Medium,1,Yes,No,Positive,No,3,Female
24,74,7,Low,Medium,Medium,3,Yes,Yes,Neutral,No,2,Male
13,91,9,Low,Medium,Low,1,Yes,Yes,Positive,No,2,Male
16,61,7,Low,High,Medium,2,Yes,Yes,Neutral,No,1,Female
23,87,5,Medium,High,Medium,2,Yes,No,Positive,No,3,Female
33,93,7,Medium,High,Medium,1,Yes,No,Positive,No,1,Female
19,97,5,Low,High,Medium,2,Yes,No,Positive,No,3,Male
24,95,7,Low,High,Medium,2,Yes,No,Negative,No,3,Male
19,73,6,Low,Medium,Medium,4,Yes,Yes,Positive,Yes,5,Female
32,83,10,Medium,High,Medium,3,No,Yes,Positive,No,4,Female
10,63,9,Low,High,Medium,0,Yes,No,Positive,No,5,Male
21,70,7,Medium,Medium,Medium,1,Yes,Yes,Neutral,No,3,Male
10,64,9,Low,Medium,Low,1,Yes,No,Positive,No,1,Female
5,73,6,High,High,Low,1,Yes,Yes,Neutral,No,2,Male
22,95,5,Medium,High,Low,2,Yes,No,Neutral,Yes,0,Female
21,74,8,Medium,Medium,Low,1,Yes,Yes,Neutral,No,3,Male
18,82,8,High,High,Medium,3,Yes,Yes,Neutral,No,4,Female
19,77,6,High,High,Medium,1,Yes,Yes,Neutral,No,3,Female
39,78,6,Medium,Medium,Medium,0,Yes,No,Positive,No,2,Male
18,99,8,Medium,High,Medium,4,Yes,Yes,Neutral,No,4,Female
23,72,4,Low,Low,Medium,3,No,Yes,Positive,No,4,Female
16,85,8,Low,Low,High,2,Yes,Yes,Neutral,No,4,Female
22,77,7,High,Medium,Medium,2,Yes,Yes,Negative,No,4,Male
19,62,8,Medium,High,Low,1,Yes,Yes,Positive,No,2,Female
18,80,8,Medium,Low,Low,1,Yes,Yes,Negative,No,2,Female
31,93,6,Medium,High,Medium,3,Yes,No,Neutral,No,2,Male
27,64,5,High,Medium,Medium,1,Yes,No,Negative,No,3,Female
21,63,9,Medium,High,Low,2,Yes,Yes,Negative,No,2,Male
6,66,7,Low,High,Medium,2,Yes,Yes,Neutral,No,4,Male
18,91,7,Medium,High,High,3,Yes,Yes,Positive,No,3,Male
36,89,8,Low,High,Low,2,Yes,Yes,Negative,No,3,Male
19,83,6,Medium,High,High,0,Yes,No,Negative,No,5,Female
27,79,8,High,Low,High,2,Yes,Yes,Negative,No,5,Female
29,96,8,High,Medium,High,2,No,No,Negative,No,4,Male
21,91,9,Low,Medium,High,3,Yes,Yes,Neutral,No,4,Female
15,92,9,Low,High,Low,1,Yes,Yes,Positive,No,2,Male
5,93,7,Medium,Low,Low,2,Yes,No,Neutral,No,3,Male
24,86,8,Medium,Low,Low,2,Yes,Yes,Positive,No,5,Male
15,78,7,Low,High,Low,0,Yes,Yes,Neutral,No,3,Male
21,95,7,Medium,High,Medium,0,Yes,Yes,Neutral,No,3,Male
13,97,5,Low,High,High,1,Yes,Yes,Neutral,No,2,Female
18,61,7,Medium,Low,Medium,5,Yes,Yes,Positive,No,2,Male
20,62,4,High,Medium,Medium,1,Yes,No,Negative,No,4,Male
22,98,7,Medium,Medium,Medium,0,Yes,No,Neutral,No,3,Male
13,71,9,Low,Low,Low,1,Yes,No,Neutral,No,3,Male
27,95,8,High,Medium,Medium,1,Yes,Yes,Positive,No,3,Female
16,76,7,Medium,Medium,Medium,0,Yes,No,Neutral,No,3,Male
10,65,7,Medium,Low,High,0,Yes,No,Neutral,No,3,Female
19,63,6,Low,Medium,Medium,3,Yes,Yes,Neutral,Yes,2,Male
20,66,6,Low,Medium,Medium,1,Yes,Yes,Negative,No,3,Female
21,70,8,Low,Low,Low,0,Yes,No,Neutral,No,4,Male
28,80,5,Medium,High,High,1,Yes,No,Neutral,No,2,Female
19,88,5,Medium,High,Medium,1,Yes,Yes,Neutral,No,3,Male
19,99,8,Medium,High,High,1,Yes,Yes,Neutral,No,4,Male
13,78,7,High,Medium,High,0,Yes,No,Neutral,No,2,Female
25,81,7,High,High,Medium,3,Yes,Yes,Negative,No,1,Female
21,81,7,Medium,High,Medium,3,Yes,Yes,Neutral,No,1,Male
17,82,10,Medium,Medium,Low,1,Yes,No,Neutral,No,3,Female
9,81,7,Medium,Medium,Medium,2,Yes,Yes,Neutral,No,3,Female
29,60,7,Medium,Low,High,0,Yes,No,Negative,No,4,Male
